Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2014-10-31 00:00:00-04:00,18.42760610007744,18.42760610007744,18.391508102416992,18.391508102416992,2700,0.0,0.0,0.0
2014-11-03 00:00:00-05:00,18.490775874735952,18.490775874735952,18.364436325418925,18.391508102416992,2300,0.0,0.0,0.0
2014-11-04 00:00:00-05:00,18.229071204382063,18.292240975324685,18.229071204382063,18.28321647644043,7900,0.0,0.0,0.0
2014-11-05 00:00:00-05:00,18.508826994498303,18.508826994498303,18.048587799072266,18.048587799072266,14900,0.0,0.0,0.0
2014-11-06 00:00:00-05:00,18.129804075702424,18.174924850463867,18.111755077298955,18.174924850463867,2000,0.0,0.0,0.0
2014-11-07 00:00:00-05:00,18.183951204167737,18.183951204167737,18.120781424560413,18.156879425048828,1500,0.0,0.0,0.0
2014-11-10 00:00:00-05:00,18.192975399566514,18.31931495666504,18.192975399566514,18.31931495666504,3900,0.0,0.0,0.0
2014-11-11 00:00:00-05:00,18.6712607204345,18.6712607204345,18.25975184656218,18.31028938293457,2900,0.0,0.0,0.0
2014-11-12 00:00:00-05:00,18.283219395000977,18.373462677001953,18.265170394351294,18.373462677001953,2300,0.0,0.0,0.0
2014-11-13 00:00:00-05:00,18.409554890934924,18.427603887598124,18.319311628865982,18.355409622192383,11900,0.0,0.0,0.0
2014-11-14 00:00:00-05:00,18.427606823215402,18.445655822753906,18.427606823215402,18.445655822753906,1300,0.0,0.0,0.0
2014-11-17 00:00:00-05:00,18.58101855066982,18.58101855066982,18.37346023453248,18.418581008911133,3400,0.0,0.0,0.0
2014-11-18 00:00:00-05:00,18.590044021606445,18.590044021606445,18.590044021606445,18.590044021606445,1000,0.0,0.0,0.0
2014-11-19 00:00:00-05:00,18.31028938293457,18.31028938293457,18.31028938293457,18.31028938293457,1100,0.0,0.0,0.0
2014-11-20 00:00:00-05:00,18.15687906728753,18.301267623901367,18.138830067398956,18.301267623901367,1300,0.0,0.0,0.0
2014-11-21 00:00:00-05:00,18.382487177326794,18.382487177326794,18.37165708843801,18.373462677001953,1300,0.0,0.0,0.0
2014-11-24 00:00:00-05:00,18.364436511415114,18.49077606201172,18.364436511415114,18.49077606201172,2000,0.0,0.0,0.0
2014-11-25 00:00:00-05:00,18.517850875854492,18.517850875854492,18.517850875854492,18.517850875854492,600,0.0,0.0,0.0
2014-11-26 00:00:00-05:00,18.526875669107017,18.55394744873047,18.526875669107017,18.55394744873047,900,0.0,0.0,0.0
2014-11-28 00:00:00-05:00,18.53589957646391,18.635165633986926,18.526875076462293,18.58102035522461,1500,0.0,0.0,0.0
2014-12-01 00:00:00-05:00,18.2922420501709,18.2922420501709,18.2922420501709,18.2922420501709,600,0.0,0.0,0.0
2014-12-02 00:00:00-05:00,18.093704223632812,18.093704223632812,18.093704223632812,18.093704223632812,900,0.0,0.0,0.0
2014-12-03 00:00:00-05:00,18.129806518554688,18.129806518554688,18.129806518554688,18.129806518554688,600,0.0,0.0,0.0
2014-12-04 00:00:00-05:00,18.165899567803812,18.21102206186644,18.084682520985382,18.10272979736328,1900,0.0,0.0,0.0
2014-12-05 00:00:00-05:00,18.22004621184056,18.22004621184056,18.138827445329984,18.147851943969727,7400,0.0,0.0,0.0
2014-12-08 00:00:00-05:00,18.129806775273195,18.129806775273195,17.759810859144967,17.804931640625,900,0.0,0.0,0.0
2014-12-09 00:00:00-05:00,17.669565334354242,17.850051879882812,17.59737106039227,17.850051879882812,1400,0.0,0.0,0.0
2014-12-10 00:00:00-05:00,18.084685993793162,18.084685993793162,17.804931640625,17.804931640625,900,0.0,0.0,0.0
2014-12-11 00:00:00-05:00,17.913222490833792,17.913222490833792,17.841028213500977,17.841028213500977,900,0.0,0.0,0.0
2014-12-12 00:00:00-05:00,17.886146745112338,17.886146745112338,17.69483184814453,17.69483184814453,800,0.0,0.0,0.0
2014-12-15 00:00:00-05:00,17.7237094875032,17.7237094875032,17.398836135864258,17.398836135864258,1300,0.0,0.0,0.0
2014-12-16 00:00:00-05:00,17.20030404361008,17.362741612535423,17.101037979125977,17.101037979125977,1500,0.0,0.0,0.0
2014-12-17 00:00:00-05:00,17.20030123950262,17.290544509887695,17.10103519120153,17.290544509887695,800,0.0,0.0,0.0
2014-12-18 00:00:00-05:00,17.904197987710987,17.95834326538878,17.904197987710987,17.94029426574707,1100,0.0,0.0,0.0
2014-12-19 00:00:00-05:00,18.22004949872808,18.22004949872808,18.075660936938792,18.192975997924805,2100,0.0,0.0,0.0
2014-12-22 00:00:00-05:00,18.364436862517277,18.364436862517277,18.271486064945666,18.34638786315918,1200,0.0,0.0,0.0
2014-12-23 00:00:00-05:00,18.409557801185283,18.409557801185283,18.319314524850352,18.352705001831055,1800,0.0,0.0,0.0
2014-12-24 00:00:00-05:00,18.63516545602651,18.63516545602651,18.38248634338379,18.38248634338379,3200,0.0,0.0,0.0
2014-12-26 00:00:00-05:00,18.41858197175925,18.590044021606445,18.41858197175925,18.590044021606445,2400,0.0,0.0,0.0
2014-12-29 00:00:00-05:00,18.471825587432235,18.471825587432235,18.427606743627017,18.433923721313477,1500,0.0,0.0,0.0
2014-12-30 00:00:00-05:00,18.57199579210946,18.57199579210946,18.301267677970515,18.31931495666504,1000,0.0,0.0,0.0
2014-12-31 00:00:00-05:00,18.364438060517372,18.4185833408765,18.192975997924805,18.192975997924805,1300,0.0,0.0,0.0
2015-01-02 00:00:00-05:00,18.95101593974178,18.95101593974178,18.0124886098606,18.20199966430664,5600,0.0,0.0,0.0
2015-01-05 00:00:00-05:00,18.382485435527325,18.382485435527325,17.73544276564982,17.763418197631836,3200,0.0,0.0,0.0
2015-01-06 00:00:00-05:00,17.859077572225114,17.859077572225114,17.47103267829136,17.696640014648438,3300,0.0,0.0,0.0
2015-01-07 00:00:00-05:00,17.895173791296337,17.895173791296337,17.73273623426154,17.77785873413086,3900,0.0,0.0,0.0
2015-01-08 00:00:00-05:00,17.994440030170864,18.174924850463867,17.994440030170864,18.174924850463867,700,0.0,0.0,0.0
2015-01-09 00:00:00-05:00,18.13882784151281,18.13882784151281,17.99443930261745,18.02151107788086,1100,0.0,0.0,0.0
2015-01-12 00:00:00-05:00,18.707357397843715,18.707357397843715,18.183948516845703,18.183948516845703,1500,0.0,0.0,0.0
2015-01-13 00:00:00-05:00,18.283220492342856,18.283220492342856,18.03234522049626,18.03956413269043,400,0.0,0.0,0.0
2015-01-14 00:00:00-05:00,17.98541831970215,17.98541831970215,17.891565578948427,17.98541831970215,3200,0.0,0.0,0.0
2015-01-15 00:00:00-05:00,17.967365750132853,17.967365750132853,17.579320907592773,17.579320907592773,2900,0.0,0.0,0.0
2015-01-16 00:00:00-05:00,18.03956240856235,18.03956240856235,17.6785910146405,17.696640014648438,900,0.0,0.0,0.0
2015-01-20 00:00:00-05:00,17.868101057477848,17.95834433983833,17.768834996004017,17.94931983947754,1000,0.0,0.0,0.0
2015-01-21 00:00:00-05:00,18.021510112554413,18.27419090270996,18.021510112554413,18.27419090270996,400,0.0,0.0,0.0
2015-01-22 00:00:00-05:00,18.283217551008956,18.525068283081055,18.283217551008956,18.525068283081055,2900,0.0,0.0,0.0
2015-01-23 00:00:00-05:00,18.689311208006675,18.707360208295047,18.617116928100586,18.617116928100586,5000,0.0,0.0,0.0
2015-01-26 00:00:00-05:00,18.72541046142578,18.72541046142578,18.72541046142578,18.72541046142578,200,0.0,0.0,0.0
2015-01-27 00:00:00-05:00,18.445655822753906,18.445655822753906,18.445655822753906,18.445655822753906,1200,0.0,0.0,0.0
2015-01-28 00:00:00-05:00,18.445655880200363,18.445655880200363,18.364437103271484,18.364437103271484,300,0.0,0.0,0.0
2015-01-29 00:00:00-05:00,18.349995951359887,18.400531768798828,18.120779184584464,18.400531768798828,900,0.0,0.0,0.0
2015-01-30 00:00:00-05:00,18.42760669590641,18.42760669590641,18.265169143676758,18.265169143676758,1900,0.0,0.0,0.0
2015-02-02 00:00:00-05:00,18.22907616526128,18.37978172302246,18.156881875787374,18.37978172302246,2400,0.0,0.0,0.0
2015-02-03 00:00:00-05:00,18.653214876286878,18.653214876286878,18.211024697948123,18.256145477294922,11600,0.0,0.0,0.0
2015-02-04 00:00:00-05:00,18.436629472825242,18.463701248168945,18.427604973961618,18.463701248168945,500,0.0,0.0,0.0
2015-02-05 00:00:00-05:00,18.63426328622834,18.80662727355957,18.63426328622834,18.80662727355957,1000,0.0,0.0,0.0
2015-02-06 00:00:00-05:00,18.904090492435785,18.904090492435785,18.7633113861084,18.7633113861084,6000,0.0,0.0,0.0
2015-02-09 00:00:00-05:00,18.689308271378614,18.689308271378614,18.618017657561936,18.660430908203125,2200,0.0,0.0,0.0
2015-02-10 00:00:00-05:00,18.779552942336117,18.815650939941406,18.779552942336117,18.815650939941406,300,0.0,0.0,0.0
2015-02-11 00:00:00-05:00,18.905894669083807,18.974477767944336,18.824675893758595,18.974477767944336,2200,0.0,0.0,0.0
